store,name,product_link,price,category,common_category
Imtiaz,Nestle Milo Powder 15g,https://shop.imtiaz.com.pk/product/product-item-368312,Rs. 59.00,make_to_drink---imtiaz,Beverages
Imtiaz,Dasani Mineral Water 1500ml,https://shop.imtiaz.com.pk/product/product-item-363658,Rs. 75.00,water---imtiaz,Beverages
Imtiaz,Dasani Mineral Water 500ml,https://shop.imtiaz.com.pk/product/product-item-363661,Rs. 40.00,water---imtiaz,Beverages
Imtiaz,Masafi Mineral Water 1500ml.,https://shop.imtiaz.com.pk/product/product-item-370107,Rs. 249.00,water---imtiaz,Beverages
Imtiaz,Aquafina Mineral Water 500ml,https://shop.imtiaz.com.pk/product/product-item-363665,Rs. 40.00,water---imtiaz,Beverages
Imtiaz,Nestle Mineral Water 500ml,https://shop.imtiaz.com.pk/product/product-item-363664,Rs. 47.00,water---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Mint 30's,https://shop.imtiaz.com.pk/product/product-item-368341,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Tropical Peach 30's,https://shop.imtiaz.com.pk/product/product-item-368342,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Ginger Honey 30's,https://shop.imtiaz.com.pk/product/product-item-368343,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Elaichi 30's,https://shop.imtiaz.com.pk/product/product-item-370217,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Gulbahar 28g,https://shop.imtiaz.com.pk/product/product-item-364596,Rs. 48.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Lemon 30's,https://shop.imtiaz.com.pk/product/product-item-367895,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Pure Green 30's,https://shop.imtiaz.com.pk/product/product-item-370218,Rs. 239.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea Bags Selection Pack 32's,https://shop.imtiaz.com.pk/product/product-item-367892,Rs. 249.00,tea---imtiaz,Beverages
Imtiaz,Tapal Green Tea LemonGrass Jar 100g,https://shop.imtiaz.com.pk/product/product-item-367891,Rs. 275.00,tea---imtiaz,Beverages
Imtiaz,Nescafe Coffee Classic Local 100g,https://shop.imtiaz.com.pk/product/product-item-364594,"Rs. 2,035.00",coffee---imtiaz,Beverages
Imtiaz,Nescafe Coffee Classic Local Round 200g,https://shop.imtiaz.com.pk/product/product-item-366981,"Rs. 3,749.00",coffee---imtiaz,Beverages
Imtiaz,Imtiaz Coffee Classic 85g,https://shop.imtiaz.com.pk/product/product-item-374873,"Rs. 1,599.00",coffee---imtiaz,Beverages
Imtiaz,Imtiaz Coffee Classic 50g,https://shop.imtiaz.com.pk/product/product-item-374870,Rs. 899.00,coffee---imtiaz,Beverages
Imtiaz,Nescafe Coffee Classic Local 50g,https://shop.imtiaz.com.pk/product/product-item-364595,"Rs. 1,085.00",coffee---imtiaz,Beverages
Imtiaz,Tapal Tea Danedar Elaichi 3in1 20g,https://shop.imtiaz.com.pk/product/product-item-363734,Rs. 90.00,instant_tea_&_coffee---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener Mixed Tea 560g,https://shop.imtiaz.com.pk/product/product-item-363731,"Rs. 1,149.00",tea_whiteners---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener 850g,https://shop.imtiaz.com.pk/product/product-item-363732,"Rs. 1,629.00",tea_whiteners---imtiaz,Beverages
Imtiaz,Tarang Milk 220ml,https://shop.imtiaz.com.pk/product/product-item-363733,Rs. 58.00,tea_whiteners---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener 1800g,https://shop.imtiaz.com.pk/product/product-item-364582,"Rs. 3,389.00",tea_whiteners---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener 1200g,https://shop.imtiaz.com.pk/product/product-item-364583,"Rs. 2,279.00",tea_whiteners---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener 350g,https://shop.imtiaz.com.pk/product/product-item-364585,Rs. 719.00,tea_whiteners---imtiaz,Beverages
Imtiaz,Everyday Tea Whitener Mixed Tea 230g,https://shop.imtiaz.com.pk/product/product-item-364586,Rs. 479.00,tea_whiteners---imtiaz,Beverages
Imtiaz,Ponam Black Eyed Beans (White Lobia) 500g,https://shop.imtiaz.com.pk/product/product-item-363403,Rs. 169.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Masoor Whole 1000g,https://shop.imtiaz.com.pk/product/product-item-363404,Rs. 249.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Chana Black 1000g,https://shop.imtiaz.com.pk/product/product-item-363405,Rs. 229.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Chana White B-9 500g,https://shop.imtiaz.com.pk/product/product-item-363407,Rs. 125.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Chana Black 500g,https://shop.imtiaz.com.pk/product/product-item-363408,Rs. 119.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Mash 500g,https://shop.imtiaz.com.pk/product/product-item-363409,Rs. 183.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Red Kidney Beans (Lobia) 500g,https://shop.imtiaz.com.pk/product/product-item-363411,Rs. 239.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Moong 1000g,https://shop.imtiaz.com.pk/product/product-item-363413,Rs. 365.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Chana White Supreme 500g,https://shop.imtiaz.com.pk/product/product-item-363414,Rs. 199.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Chana White Supreme 1000g,https://shop.imtiaz.com.pk/product/product-item-363415,Rs. 399.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Masoor 500g,https://shop.imtiaz.com.pk/product/product-item-363416,Rs. 135.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Chana Supreme 1000g,https://shop.imtiaz.com.pk/product/product-item-363417,Rs. 249.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Chana Supreme 500g,https://shop.imtiaz.com.pk/product/product-item-363418,Rs. 127.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Moong 500g,https://shop.imtiaz.com.pk/product/product-item-363419,Rs. 185.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Moong Whole 500g,https://shop.imtiaz.com.pk/product/product-item-364858,Rs. 175.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Mix 500g,https://shop.imtiaz.com.pk/product/product-item-364860,Rs. 189.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Gandum 500g,https://shop.imtiaz.com.pk/product/product-item-364861,Rs. 75.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Mash Chilka Black 500g,https://shop.imtiaz.com.pk/product/product-item-366138,Rs. 183.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Mash Whole 500g,https://shop.imtiaz.com.pk/product/product-item-366139,Rs. 183.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Ponam Dal Masoor 1000g,https://shop.imtiaz.com.pk/product/product-item-363412,Rs. 269.00,pulses_&_grains---imtiaz,Staples
Imtiaz,Bake Parlor Macaroni Twisted 400g,https://shop.imtiaz.com.pk/product/product-item-363461,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Elbow 400g,https://shop.imtiaz.com.pk/product/product-item-363462,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Crispo Macaroni Twist 400g,https://shop.imtiaz.com.pk/product/product-item-364925,Rs. 145.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Lasagne 370g,https://shop.imtiaz.com.pk/product/product-item-364926,Rs. 316.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Lasagne 400g,https://shop.imtiaz.com.pk/product/product-item-364928,Rs. 299.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Spirals 400g,https://shop.imtiaz.com.pk/product/product-item-364929,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Pasta Roasted 300g,https://shop.imtiaz.com.pk/product/product-item-364931,Rs. 79.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Pasta Roasted Cut Vermicelli 350g,https://shop.imtiaz.com.pk/product/product-item-364932,Rs. 85.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Macaroni Shell Bag (L) 400g,https://shop.imtiaz.com.pk/product/product-item-364933,Rs. 182.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Fusilli 400g,https://shop.imtiaz.com.pk/product/product-item-364934,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Penne 400g,https://shop.imtiaz.com.pk/product/product-item-364935,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Shell 400g,https://shop.imtiaz.com.pk/product/product-item-364936,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Macaroni Elbow Twisted Bag (M) 400g,https://shop.imtiaz.com.pk/product/product-item-364937,Rs. 182.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Macaroni Penne Bag 400g,https://shop.imtiaz.com.pk/product/product-item-364938,Rs. 182.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Tikka 250g,https://shop.imtiaz.com.pk/product/product-item-364939,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Macaroni Elbow Bag (L) 400g,https://shop.imtiaz.com.pk/product/product-item-364940,Rs. 182.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Seven Spice 250g,https://shop.imtiaz.com.pk/product/product-item-366204,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Jalfrezi 250g,https://shop.imtiaz.com.pk/product/product-item-366205,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Bihari Tikka 250g,https://shop.imtiaz.com.pk/product/product-item-366208,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Malai Tikka 250g,https://shop.imtiaz.com.pk/product/product-item-366209,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Crispo Macaroni Shell 400g,https://shop.imtiaz.com.pk/product/product-item-366211,Rs. 145.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Crispo Macaroni Elbow 400g,https://shop.imtiaz.com.pk/product/product-item-366212,Rs. 145.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Kolson Macaroni Spirals Bag 400g,https://shop.imtiaz.com.pk/product/product-item-366213,Rs. 182.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Bar B Que 250g,https://shop.imtiaz.com.pk/product/product-item-366215,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Achari 250g,https://shop.imtiaz.com.pk/product/product-item-368764,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Shashlik 250g,https://shop.imtiaz.com.pk/product/product-item-368765,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Qeema 250g,https://shop.imtiaz.com.pk/product/product-item-368766,Rs. 125.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Crispo Macaroni Riggi 400g,https://shop.imtiaz.com.pk/product/product-item-368769,Rs. 145.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Bake Parlor Macaroni Elbow Box 400g,https://shop.imtiaz.com.pk/product/product-item-364924,Rs. 169.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Crispo Macaroni Curl 400g,https://shop.imtiaz.com.pk/product/product-item-364930,Rs. 145.00,noodles_&_pasta---imtiaz,Pasta & Noodles
Imtiaz,Ponam Chilli Crushed 200g,https://shop.imtiaz.com.pk/product/product-item-363364,Rs. 169.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Black Peper Powder 100g,https://shop.imtiaz.com.pk/product/product-item-363366,Rs. 299.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Haldi Powder 200g,https://shop.imtiaz.com.pk/product/product-item-363367,Rs. 195.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Dhania Powder 100g,https://shop.imtiaz.com.pk/product/product-item-363368,Rs. 70.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Chilli Crushed 100g,https://shop.imtiaz.com.pk/product/product-item-363369,Rs. 89.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Lal Mirch Powder 200g,https://shop.imtiaz.com.pk/product/product-item-363370,Rs. 169.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Lal Mirch Powder 100g,https://shop.imtiaz.com.pk/product/product-item-363371,Rs. 89.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Haldi Powder 100g,https://shop.imtiaz.com.pk/product/product-item-363372,Rs. 99.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Dhania Powder 400g,https://shop.imtiaz.com.pk/product/product-item-364802,Rs. 265.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Chilli Crushed 500g,https://shop.imtiaz.com.pk/product/product-item-364803,Rs. 399.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Haldi Powder 400g,https://shop.imtiaz.com.pk/product/product-item-364804,Rs. 379.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam White Pepper Powder 50g,https://shop.imtiaz.com.pk/product/product-item-364805,Rs. 189.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Fried Onion 500g,https://shop.imtiaz.com.pk/product/product-item-364806,Rs. 249.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Black Peper Powder 50g,https://shop.imtiaz.com.pk/product/product-item-364807,Rs. 155.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Chat Masala 200g,https://shop.imtiaz.com.pk/product/product-item-364808,Rs. 199.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Zeera White Powder 100g,https://shop.imtiaz.com.pk/product/product-item-364809,Rs. 169.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Lal Mirch Powder 400g,https://shop.imtiaz.com.pk/product/product-item-364810,Rs. 329.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Dhania Powder 200g,https://shop.imtiaz.com.pk/product/product-item-364811,Rs. 135.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Garlic Powder 100g,https://shop.imtiaz.com.pk/product/product-item-366110,Rs. 125.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Zeera White Powder 50g,https://shop.imtiaz.com.pk/product/product-item-366113,Rs. 99.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Ginger Dried (Soonth) Powder 50g,https://shop.imtiaz.com.pk/product/product-item-366114,Rs. 119.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Ponam Mustard Seeds (Rai Dana) Powder 100g,https://shop.imtiaz.com.pk/product/product-item-368589,Rs. 89.00,"salt,_spices_&_herbs---imtiaz",Spices & Seasonings
Imtiaz,Fauji Wheat Porridge 250g,https://shop.imtiaz.com.pk/product/product-item-364909,Rs. 225.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Fauji Barley Porridge 250g,https://shop.imtiaz.com.pk/product/product-item-364910,Rs. 339.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Nature's Own White Oats Pouch 500g.,https://shop.imtiaz.com.pk/product/product-item-364911,Rs. 499.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Ponam Jou Dalya 500g,https://shop.imtiaz.com.pk/product/product-item-364913,Rs. 119.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Brio's Easy Cooking Oats Pouch 500g,https://shop.imtiaz.com.pk/product/product-item-364914,Rs. 439.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Ponam Dalya Wheat 500g,https://shop.imtiaz.com.pk/product/product-item-364915,Rs. 85.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Ponam Sagu Dana 250g,https://shop.imtiaz.com.pk/product/product-item-364917,Rs. 85.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Fauji Choco Cups New 250g,https://shop.imtiaz.com.pk/product/product-item-366171,Rs. 689.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Fauji Flakes Muesl with Nuts & Fruits 250g,https://shop.imtiaz.com.pk/product/product-item-366173,Rs. 809.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Jenan White Oats Pouch 500g,https://shop.imtiaz.com.pk/product/product-item-366175,Rs. 599.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Nature's Own Quick Cooking White Oats 200g Pouch,https://shop.imtiaz.com.pk/product/product-item-366179,Rs. 219.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Nature's Own Quick Cooking White Oats 400g Tin,https://shop.imtiaz.com.pk/product/product-item-366180,Rs. 655.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Weetabix Cereal Biscuit 12's,https://shop.imtiaz.com.pk/product/product-item-366183,Rs. 889.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Nestle Koko Crunch 150g,https://shop.imtiaz.com.pk/product/product-item-366184,Rs. 699.00,cereals_&_oats---imtiaz,Breakfast Foods
Imtiaz,Fauji Choco Chuckles 250G,https://shop.imtiaz.com.pk/product/product-item-368709,Rs. 729.00,cereals_&_oats---imtiaz,Breakfast Foods
