,store,name,product-link,price,category,image_url
49,Imtiaz,Nestle Nectar FV Guava 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364458,Rs. 369.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000562.jpg&w=3840&q=90
50,Imtiaz,Nestle Drink Nesfruta Mango 200ml,https://shop.imtiaz.com.pk/product/product-item-363669,Rs. 49.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000319.jpg&w=3840&q=90
51,Imtiaz,Nestle Fruit Drink Apple 1Ltr,https://shop.imtiaz.com.pk/product/product-item-368302,Rs. 245.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000322.jpg&w=3840&q=90
52,Imtiaz,Nestle Fruit Drink Mango 1Ltr,https://shop.imtiaz.com.pk/product/product-item-364456,Rs. 235.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000281.jpg&w=3840&q=90
53,Imtiaz,Nestle Nectar FV Peach 200ml,https://shop.imtiaz.com.pk/product/product-item-364489,Rs. 69.00,Juices & Nectars,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000565.jpg&w=3840&q=90
54,Imtiaz,Gatorade Sport Drink Tropical Fruit Local 500ml,https://shop.imtiaz.com.pk/product/product-item-364452,Rs. 95.00,Sports Drink,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001267.jpg&w=3840&q=90
55,Imtiaz,Gatorade Sport Drink Blue Bolt Local 500ml,https://shop.imtiaz.com.pk/product/product-item-364453,Rs. 95.00,Sports Drink,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110001269.jpg&w=3840&q=90
56,Imtiaz,Milo Drinking Powder Pouch 500g,https://shop.imtiaz.com.pk/product/product-item-364492,"Rs. 1,549.00",Make to drink,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000828.jpg&w=3840&q=90
57,Imtiaz,Milo Drinking Powder Pouch 300g,https://shop.imtiaz.com.pk/product/product-item-364493,Rs. 999.00,Make to drink,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000808.jpg&w=3840&q=90
58,Imtiaz,Nestle Milo Powder 15g,https://shop.imtiaz.com.pk/product/product-item-368312,Rs. 59.00,Make to drink,https://shop.imtiaz.com.pk/_next/image?url=https%3A%2F%2Fimtiaz-i.s3.ap-southeast-1.amazonaws.com%2F55126%2Fgallery%2FBEV110000827.jpg&w=3840&q=90
